timestamp,subject,body,prediction,confidence,shap_values
2025-10-25T08:17:20.484353,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
2025-10-25T08:17:20.658162,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
2025-10-25T08:17:20.798336,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
2025-10-25T08:17:20.965636,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
2025-10-25T08:17:21.137670,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
2025-10-25T08:17:21.311560,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
2025-10-25T08:17:21.521484,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
2025-10-25T08:17:21.728049,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
2025-10-25T08:17:21.936706,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
2025-10-25T08:17:22.176790,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
2025-10-25T08:17:29.063989,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
2025-10-25T08:24:02.219109,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
2025-10-25T08:24:04.033735,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
2025-10-25T08:24:05.485016,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
2025-10-25T08:24:05.647666,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
2025-10-25T08:24:15.196050,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
2025-10-25T08:24:15.920056,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
2025-10-25T08:24:16.135455,Following up on today's webinar,"Thank you for attending the webinar earlier today. It was great to have you there.
Here is the link to the recording for your reference: [Link to recording]
Please let me know if you have any questions after reviewing the materials.
Best regards,",legit,0.7223182958124288,"[{'feature': 'email', 'impact': 0.6829545477648767}, {'feature': 'regards', 'impact': -0.36902344633578}, {'feature': 'following', 'impact': -0.363977797211401}, {'feature': 'link', 'impact': -0.333473547021569}, {'feature': 'thank', 'impact': -0.30390935748668424}, {'feature': 'know', 'impact': -0.24972333693953136}, {'feature': 'questions', 'impact': -0.21206224935228996}, {'feature': 'best', 'impact': 0.17319951855123392}]"
